Date,Day_name,Open,Gap_Point,Gap_Point(%),Open_Gap_Type,Remarks,Gap_Fill_Point,Gap_Fill_Point%,Low,High,Day_Range,Close,Day_Range(%)
2010-08-10,Tuesday,10495.5,-3.4,-0.03,"FLAT DOWN","GAP FILL UP",29.5,867.65,10451.25,10525,73.75,10478.3,0.7
2010-08-09,Monday,10385,5,0.05,"FLAT UP","NOT FILL",0,0,10385,10510,125,10498.9,1.19
2010-08-06,Friday,10439,-5.5,-0.05,"FLAT DOWN","GAP FILL UP",20.9,380,10351.3,10459.9,108.6,10380,1.05
2010-08-05,Thursday,10447.85,9.9,0.09,"FLAT UP","NOT FILL",-21.55,-218.78,10426.3,10498.7,72.4,10444.5,0.69
2010-08-04,Wednesday,10456.1,-5.9,-0.06,"FLAT DOWN","GAP FILL UP",4.9,83.76,10365.65,10461,95.35,10438,0.91
2010-08-03,Tuesday,10374.9,11.8,0.11,"FLAT UP","NOT FILL",-9.9,-84.26,10365,10486,121,10461.95,1.16
2010-08-02,Monday,10199.55,73.1,0.72,"BIG GAP UP","NOT FILL",-28.55,-39.06,10171,10388.8,217.8,10363.15,2.1
2010-07-30,Friday,10111.15,-68.6,-0.67,"MEDIUM GAP DOWN","GAP FILL UP",83.65,122.03,10095.25,10194.8,99.55,10126.45,0.98
2010-07-29,Thursday,10040,-3.6,-0.04,"FLAT DOWN","GAP FILL UP",158,4328.77,10025.6,10198,172.4,10179.7,1.69
2010-07-28,Wednesday,10088,5.5,0.05,"FLAT UP","NOT FILL",-82.95,-1508.18,10005.05,10122,116.95,10043.65,1.16
2010-07-27,Tuesday,10048.9,39.8,0.4,"MEDIUM GAP UP","NOT FILL",-97.6,-245.23,9951.3,10129.9,178.6,10082.5,1.77
2010-07-26,Monday,10078,18.4,0.18,"FLAT UP","NOT FILL",-96.7,-526.98,9981.3,10110,128.7,10009.1,1.29
2010-07-23,Friday,10099.1,26.5,0.26,"FLAT UP","NOT FILL",-85.6,-323.02,10013.5,10124,110.5,10059.65,1.1
2010-07-22,Thursday,9949,-32,-0.32,"FLAT DOWN","GAP FILL UP",136,425.67,9912,10085,173,10072.6,1.72
2010-07-21,Wednesday,9993.1,35.6,0.36,"MEDIUM GAP UP","NOT FILL",-78,-219.41,9915.1,10004.95,89.85,9980.95,0.9
2010-07-20,Tuesday,10045,37.2,0.37,"MEDIUM GAP UP","NOT FILL",-108.7,-291.81,9936.3,10074,137.7,9957.55,1.38
2010-07-19,Monday,9970,-20.9,-0.21,"FLAT DOWN","GAP FILL UP",88.4,423.98,9942.1,10058.4,116.3,10007.75,1.16
2010-07-16,Friday,9925,-4.1,-0.04,"FLAT DOWN","GAP FILL UP",82,2000,9909,10007,98,9990.85,0.98
2010-07-15,Thursday,9961,29.8,0.3,"FLAT UP","NOT FILL",-96.1,-322.48,9864.9,9978.9,114,9929.1,1.15
2010-07-14,Wednesday,9955,32.1,0.32,"FLAT UP","NOT FILL",-54,-167.96,9901,10025,124,9931.2,1.25
2010-07-13,Tuesday,9810.05,6.3,0.06,"FLAT UP","NOT FILL",-30.05,-476.98,9780,9935,155,9922.85,1.56
2010-07-12,Monday,9723.5,36.9,0.38,"MEDIUM GAP UP","NOT FILL",-7.4,-20.05,9716.1,9824,107.9,9803.75,1.1
2010-07-09,Friday,9615.1,39.8,0.42,"MEDIUM GAP UP","NOT FILL",-10.1,-25.41,9605,9692.9,87.9,9686.6,0.91
2010-07-08,Thursday,9784,329.6,3.49,"BIG GAP UP","NOT FILL",-259,-78.58,9525,9784,259,9575.35,2.7
2010-07-07,Wednesday,9500,-69.7,-0.73,"BIG GAP DOWN","NOT FILL",40,57.39,9432.8,9540,107.2,9454.4,1.13
2010-07-06,Tuesday,9398.9,-3.7,-0.04,"FLAT DOWN","GAP FILL UP",183.1,4948.65,9384.5,9582,197.5,9569.7,2.06
2010-07-05,Monday,9500,140.2,1.5,"BIG GAP UP","NOT FILL",-224,-159.71,9276,9500,224,9402.6,2.38
2010-07-02,Friday,9375,12,0.13,"FLAT UP","NOT FILL",-35,-291.67,9340,9438,98,9359.75,1.05
2010-07-01,Thursday,9400.15,-89.1,-0.94,"BIG GAP DOWN","NOT FILL",38.85,43.6,9321,9439,118,9363,1.26
2010-06-30,Wednesday,9321,-78.9,-0.84,"BIG GAP DOWN","GAP FILL UP",189,239.54,9311.1,9510,198.9,9489.25,2.1
2010-06-29,Tuesday,9505,-48.2,-0.51,"MEDIUM GAP DOWN","NOT FILL",14,29.02,9355.55,9519,163.45,9399.9,1.74
2010-06-28,Monday,9470.1,-15.3,-0.16,"FLAT DOWN","GAP FILL UP",94.9,620.26,9465.05,9565,99.95,9553.25,1.05
2010-06-25,Friday,9650.1,-23.5,-0.24,"FLAT DOWN","NOT FILL",0,0,9459.35,9650.1,190.75,9485.4,2.01
2010-06-24,Thursday,9730,8.3,0.09,"FLAT UP","NOT FILL",-104.4,-1257.83,9625.6,9736.65,111.05,9673.6,1.15
2010-06-23,Wednesday,9630,-41.3,-0.43,"MEDIUM GAP DOWN","GAP FILL UP",130,314.77,9615,9760,145,9721.7,1.49
2010-06-22,Tuesday,9726,-23.2,-0.24,"FLAT DOWN","GAP FILL UP",23,99.14,9651.35,9749,97.65,9671.3,1.01
2010-06-21,Monday,9649.95,112.2,1.18,"BIG GAP UP","NOT FILL",-44.95,-40.06,9605,9779.7,174.7,9749.2,1.79
2010-06-18,Friday,9549,-34.9,-0.36,"MEDIUM GAP DOWN","GAP FILL UP",36,103.15,9507,9585,78,9537.75,0.82
2010-06-17,Thursday,9547,13,0.14,"FLAT UP","NOT FILL",-117,-900,9430,9596.95,166.95,9583.9,1.74
2010-06-16,Wednesday,9540,2.5,0.03,"FLAT UP","NOT FILL",-58.8,-2400,9481.2,9587.8,106.6,9534,1.12
2010-06-15,Tuesday,9545,24.2,0.25,"FLAT UP","NOT FILL",-144.85,-598.55,9400.15,9559,158.85,9537.55,1.67
2010-06-14,Monday,9430,39.6,0.42,"MEDIUM GAP UP","NOT FILL",0,0,9430,9529.5,99.5,9520.8,1.05
2010-06-11,Friday,9365,33.5,0.36,"MEDIUM GAP UP","NOT FILL",-35.75,-106.88,9329.25,9423.45,94.2,9390.35,1
2010-06-10,Thursday,9140,-1.8,-0.02,"FLAT DOWN","GAP FILL UP",204.05,11660,9140,9344.05,204.05,9331.55,2.19
2010-06-09,Wednesday,9060,-19.9,-0.22,"FLAT DOWN","GAP FILL UP",188.9,949.25,9060,9248.9,188.9,9141.75,2.07
2010-06-08,Tuesday,9210,8.7,0.09,"FLAT UP","NOT FILL",-178.5,-2051.72,9031.5,9282,250.5,9079.9,2.76
2010-06-07,Monday,9151.1,-191.9,-2.05,"BIG GAP DOWN","NOT FILL",85.4,44.51,9106,9236.5,130.5,9201.3,1.42
2010-06-04,Friday,9275.2,-10.1,-0.11,"FLAT DOWN","GAP FILL UP",114.7,1130.05,9252.15,9389.9,137.75,9342.95,1.47
2010-06-03,Thursday,9179,78.6,0.86,"BIG GAP UP","NOT FILL",-9,-11.44,9170,9299,129,9285.35,1.39
2010-06-02,Wednesday,9018.8,27.8,0.31,"FLAT UP","NOT FILL",-43.8,-157.55,8975,9142,167,9100.35,1.84
2010-06-01,Tuesday,9222.2,-31.7,-0.34,"MEDIUM GAP DOWN","NOT FILL",20.8,65.62,8950.05,9243,292.95,8991,3.26
2010-05-31,Monday,9235,18.1,0.2,"FLAT UP","NOT FILL",-72.8,-401.1,9162.2,9273,110.8,9253.9,1.2
2010-05-28,Friday,9250,-8.5,-0.09,"FLAT DOWN","GAP FILL UP",34,402.37,9111.05,9284,172.95,9216.85,1.88
2010-05-27,Thursday,9047,38.9,0.43,"MEDIUM GAP UP","NOT FILL",-89.9,-231.11,8957.1,9262.9,305.8,9258.45,3.3
2010-05-26,Wednesday,8906.1,50.1,0.57,"MEDIUM GAP UP","NOT FILL",0,0,8906.1,9090,183.9,9008.1,2.04
2010-05-25,Tuesday,8985,-95,-1.05,"BIG GAP DOWN","NOT FILL",15,15.8,8815,9000,185,8855.95,2.09
2010-05-24,Monday,9224,77.1,0.84,"BIG GAP UP","NOT FILL",-192.8,-250.06,9031.2,9290,258.8,9079.95,2.85
2010-05-21,Friday,9000,-174.9,-1.91,"BIG GAP DOWN","GAP FILL UP",176.75,101.06,8975,9176.75,201.75,9146.9,2.21
2010-05-20,Thursday,9155,36.8,0.4,"MEDIUM GAP UP","NOT FILL",-43.9,-119.29,9111.1,9260,148.9,9174.9,1.62
2010-05-19,Wednesday,9400.05,-94.3,-0.99,"BIG GAP DOWN","NOT FILL",6.95,7.37,9081,9407,326,9118.2,3.58
2010-05-18,Tuesday,9490,-37.7,-0.4,"MEDIUM GAP DOWN","GAP FILL UP",90,238.73,9425.25,9580,154.75,9494.35,1.63
2010-05-17,Monday,9484.5,-89.3,-0.93,"BIG GAP DOWN","GAP FILL UP",71.1,79.62,9298.2,9555.6,257.4,9527.7,2.7
2010-05-14,Friday,9701,-59.6,-0.61,"MEDIUM GAP DOWN","GAP FILL UP",67,112.32,9540,9768,228,9573.8,2.38
2010-05-13,Thursday,9755.1,48.6,0.5,"MEDIUM GAP UP","NOT FILL",-15.05,-30.97,9740.05,9838.95,98.9,9760.65,1.01
2010-05-12,Wednesday,9650,35.8,0.37,"MEDIUM GAP UP","NOT FILL",-70,-195.53,9580,9743,163,9706.5,1.68
2010-05-11,Tuesday,9670,-0.8,-0.01,"FLAT DOWN","GAP FILL UP",59,7375,9572.5,9729,156.5,9614.2,1.63
2010-05-10,Monday,9393,99.5,1.07,"BIG GAP UP","NOT FILL",-31.5,-31.64,9361.5,9690,328.5,9670.8,3.4
2010-05-07,Friday,9475.8,-98.7,-1.03,"BIG GAP DOWN","NOT FILL",0,0,9235,9475.8,240.8,9293.45,2.59
2010-05-06,Thursday,9585.55,1.4,0.02,"FLAT UP","NOT FILL",-150.45,-10375.86,9435.1,9620,184.9,9574.5,1.93
2010-05-05,Wednesday,9520,-100,-1.04,"BIG GAP DOWN","GAP FILL UP",107.95,107.9,9441.65,9627.95,186.3,9584.1,1.94
2010-05-04,Tuesday,9746,-25.2,-0.26,"FLAT DOWN","GAP FILL UP",79,313.49,9602.25,9825,222.75,9620.05,2.32
2010-05-03,Monday,9798.8,-43.3,-0.44,"MEDIUM GAP DOWN","GAP FILL UP",47.6,109.93,9737.05,9846.4,109.35,9771.2,1.12
2010-04-30,Friday,9810,6.2,0.06,"FLAT UP","NOT FILL",-6,-96.77,9804,9893.7,89.7,9842.1,0.91
2010-04-29,Thursday,9679.95,42,0.44,"MEDIUM GAP UP","NOT FILL",-8.8,-20.95,9671.15,9809,137.85,9803.8,1.41
2010-04-28,Wednesday,9699,-63.5,-0.65,"MEDIUM GAP DOWN","NOT FILL",36,56.65,9611,9735,124,9637.95,1.29
2010-04-27,Tuesday,9818,-22.6,-0.23,"FLAT DOWN","NOT FILL",0,0,9750,9818,68,9762.55,0.7
2010-04-26,Monday,9850,57.4,0.59,"MEDIUM GAP UP","NOT FILL",-32,-55.75,9818,9891,73,9840.65,0.74
2010-04-23,Friday,9623,17.2,0.18,"FLAT UP","NOT FILL",-12.5,-72.46,9610.5,9819.95,209.45,9792.6,2.14
2010-04-22,Thursday,9530,-21.2,-0.22,"FLAT DOWN","GAP FILL UP",206,971.7,9500.1,9736,235.9,9605.75,2.46
2010-04-21,Wednesday,9477.95,25.1,0.27,"FLAT UP","NOT FILL",0,0,9477.95,9567.5,89.55,9551.2,0.94
2010-04-20,Tuesday,9325,19.9,0.21,"FLAT UP","NOT FILL",0,0,9325,9506.9,181.9,9452.85,1.92
2010-04-19,Monday,9272,-93.4,-1,"BIG GAP DOWN","GAP FILL UP",82.9,88.81,9212.1,9354.9,142.8,9305.15,1.53
2010-04-16,Friday,9311,-46,-0.49,"MEDIUM GAP DOWN","GAP FILL UP",117,254.07,9278,9428,150,9365.35,1.6
2010-04-15,Thursday,9559,55.9,0.59,"MEDIUM GAP UP","NOT FILL",-213.9,-382.99,9345.1,9576.95,231.85,9357.05,2.48
2010-04-13,Tuesday,9549,-28.4,-0.3,"FLAT DOWN","NOT FILL",9,31.75,9476,9558,82,9503.15,0.86
2010-04-12,Monday,9687.3,22.1,0.23,"FLAT UP","NOT FILL",-136.3,-615.35,9551,9688,137,9577.35,1.43
2010-04-09,Friday,9550.5,27.9,0.29,"FLAT UP","NOT FILL",-4.5,-16.16,9546,9708.5,162.5,9665.15,1.68
2010-04-08,Thursday,9656.1,-32.3,-0.33,"MEDIUM GAP DOWN","NOT FILL",14.9,46.13,9501.05,9671,169.95,9522.65,1.78
2010-04-07,Wednesday,9720,-4.7,-0.05,"FLAT DOWN","GAP FILL UP",67,1425.53,9641.5,9787,145.5,9688.4,1.5
2010-04-06,Tuesday,9724,37.5,0.39,"MEDIUM GAP UP","NOT FILL",-60.9,-162.18,9663.1,9774.8,111.7,9724.7,1.15
2010-04-05,Monday,9550,6.9,0.07,"FLAT UP","NOT FILL",0,0,9550,9698.7,148.7,9686.45,1.54
2010-04-01,Thursday,9520,34.5,0.36,"MEDIUM GAP UP","NOT FILL",-44.95,-130.1,9475.05,9551.95,76.9,9543.1,0.81
2010-03-31,Wednesday,9500,10.7,0.11,"FLAT UP","NOT FILL",-49.75,-464.95,9450.25,9544,93.75,9485.45,0.99
2010-03-30,Tuesday,9551,21.2,0.22,"FLAT UP","NOT FILL",-69.9,-329.72,9481.1,9598.8,117.7,9489.3,1.24
2010-03-29,Monday,9479,-8,-0.08,"FLAT DOWN","GAP FILL UP",110.5,1372.67,9453,9589.5,136.5,9529.8,1.43
2010-03-26,Friday,9325,6.8,0.07,"FLAT UP","NOT FILL",-30,-444.44,9295,9517.5,222.5,9487.05,2.35
2010-03-25,Thursday,9211,-17.2,-0.19,"FLAT DOWN","GAP FILL UP",118,684.06,9170,9329,159,9318.25,1.71
2010-03-23,Tuesday,9245,47,0.51,"MEDIUM GAP UP","NOT FILL",-80,-170.39,9165,9252,87,9228.25,0.94
2010-03-22,Monday,9126,-154.6,-1.67,"BIG GAP DOWN","GAP FILL UP",117.8,76.17,9126,9243.8,117.8,9198.05,1.28
2010-03-19,Friday,9255.2,0.5,0.01,"FLAT UP","NOT FILL",-15.1,-3020,9240.1,9294,53.9,9280.65,0.58
2010-03-18,Thursday,9205,11.4,0.12,"FLAT UP","NOT FILL",-43.95,-387.22,9161.05,9281.95,120.9,9254.7,1.31
2010-03-17,Wednesday,9151,27.5,0.3,"FLAT UP","NOT FILL",-8.4,-30.49,9142.6,9229,86.4,9193.65,0.94
2010-03-16,Tuesday,9099.9,18.7,0.21,"FLAT UP","NOT FILL",-98.9,-528.88,9001,9142,141,9123.45,1.55
2010-03-15,Monday,9147,-32.6,-0.36,"MEDIUM GAP DOWN","NOT FILL",0,0,9061.05,9147,85.95,9081.2,0.95
2010-03-12,Friday,9210,25.4,0.28,"FLAT UP","NOT FILL",-56.3,-221.65,9153.7,9229.9,76.2,9179.6,0.83
2010-03-11,Thursday,9110,-5.7,-0.06,"FLAT DOWN","GAP FILL UP",110,1929.82,9075,9220,145,9184.6,1.58
2010-03-10,Wednesday,9115,-7.8,-0.09,"FLAT DOWN","GAP FILL UP",37,474.36,9070,9152,82,9115.7,0.9
2010-03-09,Tuesday,9121,-11.1,-0.12,"FLAT DOWN","GAP FILL UP",34,304.93,9059.1,9155,95.9,9122.8,1.05
2010-03-08,Monday,9111,56.2,0.62,"MEDIUM GAP UP","NOT FILL",-31,-55.16,9080,9168,88,9132.15,0.96
2010-03-05,Friday,9043,32.5,0.36,"MEDIUM GAP UP","NOT FILL",-77,-237.29,8966,9092,126,9054.8,1.39
2010-03-04,Thursday,9004,-21.9,-0.24,"FLAT DOWN","GAP FILL UP",46,210.53,8966.5,9050,83.5,9010.55,0.93
2010-03-03,Wednesday,8942.2,13,0.15,"FLAT UP","NOT FILL",-7,-54.05,8935.2,9042,106.8,9025.85,1.18
2010-03-02,Tuesday,8780,39.5,0.45,"MEDIUM GAP UP","NOT FILL",0,0,8780,8948.9,168.9,8929.25,1.89
2010-02-26,Friday,8540,2.2,0.03,"FLAT UP","NOT FILL",-15.85,-720.45,8524.15,8864.4,340.25,8740.45,3.89
2010-02-25,Thursday,8515,14.8,0.17,"FLAT UP","NOT FILL",-40,-270.27,8475,8560,85,8537.8,1
2010-02-24,Wednesday,8464,-51.5,-0.6,"MEDIUM GAP DOWN","GAP FILL UP",74,143.69,8456,8538,82,8500.2,0.96
2010-02-23,Tuesday,8444,-36.3,-0.43,"MEDIUM GAP DOWN","GAP FILL UP",141,388.43,8444,8585,141,8515.5,1.66
2010-02-22,Monday,8551,67.8,0.8,"BIG GAP UP","NOT FILL",-98.85,-145.8,8452.15,8596,143.85,8480.3,1.7
2010-02-19,Friday,8510,-47.7,-0.56,"MEDIUM GAP DOWN","NOT FILL",28.95,60.69,8403.1,8538.95,135.85,8483.2,1.6
2010-02-18,Thursday,8540,2.6,0.03,"FLAT UP","NOT FILL",-35,-1320.75,8505,8594.95,89.95,8557.7,1.05
2010-02-17,Wednesday,8495,82.2,0.98,"BIG GAP UP","NOT FILL",-45,-54.74,8450,8554.9,104.9,8537.35,1.23
2010-02-16,Tuesday,8339,30.5,0.37,"MEDIUM GAP UP","NOT FILL",-53,-174.06,8286,8452,166,8412.8,1.97
2010-02-15,Monday,8465,64.9,0.77,"BIG GAP UP","NOT FILL",-192.5,-296.61,8272.5,8490,217.5,8308.55,2.62
2010-02-11,Thursday,8316,38.6,0.47,"MEDIUM GAP UP","NOT FILL",-1,-2.59,8315,8455,140,8400.1,1.67
2010-02-10,Wednesday,8430.1,22.6,0.27,"FLAT UP","NOT FILL",-174.35,-769.76,8255.75,8445,189.25,8277.35,2.29
2010-02-09,Tuesday,8349,-0.5,-0.01,"FLAT DOWN","GAP FILL UP",90.9,18180,8260.05,8439.9,179.85,8407.45,2.14
2010-02-08,Monday,8250,-15.8,-0.19,"FLAT DOWN","GAP FILL UP",171.1,1086.35,8141,8421.1,280.1,8349.5,3.35
2010-02-06,Saturday,8230,24.9,0.3,"FLAT UP","NOT FILL",-5,-20.08,8225,8289,64,8265.75,0.77
2010-02-05,Friday,8191,-251,-2.97,"BIG GAP DOWN","NOT FILL",104,41.43,8151,8295,144,8205.1,1.76
2010-02-04,Thursday,8575,-38.4,-0.45,"MEDIUM GAP DOWN","NOT FILL",23,59.97,8423.1,8598,174.9,8442,2.07
2010-02-03,Wednesday,8466.25,27.5,0.33,"MEDIUM GAP UP","NOT FILL",-6.25,-22.73,8460,8655,195,8613.35,2.26
2010-02-02,Tuesday,8672,46.5,0.54,"MEDIUM GAP UP","NOT FILL",-256.85,-551.77,8415.15,8709,293.85,8438.75,3.48
2010-02-01,Monday,8570,-60,-0.7,"MEDIUM GAP DOWN","GAP FILL UP",130,216.49,8455,8700,245,8625.45,2.84
2010-01-29,Friday,8308,-115.9,-1.38,"BIG GAP DOWN","GAP FILL UP",376,324.56,8260.1,8684,423.9,8630.05,4.91
2010-01-28,Thursday,8370.15,51.9,0.62,"MEDIUM GAP UP","NOT FILL",-20.15,-38.82,8350,8508,158,8423.85,1.88
2010-01-27,Wednesday,8601,-90.2,-1.04,"BIG GAP DOWN","NOT FILL",27,29.92,8262,8628,366,8318.25,4.4
2010-01-25,Monday,8730,-31.8,-0.36,"MEDIUM GAP DOWN","GAP FILL UP",30,94.49,8661.2,8760,98.8,8691.25,1.14
2010-01-22,Friday,8700,-208.1,-2.34,"BIG GAP DOWN","GAP FILL UP",188.55,90.61,8665.5,8888.55,223.05,8761.75,2.55
2010-01-21,Thursday,9088,-29.3,-0.32,"FLAT DOWN","NOT FILL",7,23.89,8895,9095,200,8908.1,2.25
2010-01-20,Wednesday,9149,27.5,0.3,"FLAT UP","NOT FILL",-67.7,-246.18,9081.3,9199,117.7,9117.3,1.29
2010-01-19,Tuesday,9080,-16.1,-0.18,"FLAT DOWN","GAP FILL UP",116.65,724.53,9080,9196.65,116.65,9121.5,1.28
2010-01-18,Monday,8915,-5.5,-0.06,"FLAT DOWN","GAP FILL UP",204,3743.12,8854.5,9119,264.5,9096.1,2.91
2010-01-15,Friday,8925,5,0.06,"FLAT UP","NOT FILL",-49.9,-988.12,8875.1,9000,124.9,8920.45,1.4
2010-01-14,Thursday,9050,101.9,1.14,"BIG GAP UP","NOT FILL",-160,-157.02,8890,9075,185,8919.95,2.07
2010-01-13,Wednesday,8930,-55.8,-0.62,"MEDIUM GAP DOWN","NOT FILL",29.9,53.58,8843.3,8959.9,116.6,8948.1,1.3
2010-01-12,Tuesday,9164,-20.9,-0.23,"FLAT DOWN","GAP FILL UP",16,76.56,8976,9180,204,8985.8,2.27
2010-01-11,Monday,9190,39.1,0.43,"MEDIUM GAP UP","NOT FILL",-30,-76.63,9160,9244,84,9184.9,0.91
2010-01-08,Friday,9199,20.4,0.22,"FLAT UP","NOT FILL",-70.65,-347.17,9128.35,9199.5,71.15,9150.85,0.78
2010-01-07,Thursday,9201,-19.6,-0.21,"FLAT DOWN","GAP FILL UP",14,71.43,9138.25,9215,76.75,9178.65,0.84
2010-01-06,Wednesday,9191,19.4,0.21,"FLAT UP","NOT FILL",-19,-97.94,9172,9249,77,9220.6,0.84
2010-01-05,Tuesday,9204,90.8,1,"BIG GAP UP","NOT FILL",-72.8,-80.22,9131.2,9206.4,75.2,9171.6,0.82
2010-01-04,Monday,9026.3,-3.2,-0.04,"FLAT DOWN","GAP FILL UP",112.7,3521.87,9025,9139,114,9113.25,1.25
2009-12-31,Thursday,9035,48.9,0.54,"MEDIUM GAP UP","NOT FILL",-14.9,-30.47,9020.1,9094.75,74.65,9029.5,0.83
2009-12-30,Wednesday,8998.65,-5.6,-0.06,"FLAT DOWN","GAP FILL UP",20.35,363.39,8935,9019,84,8986.1,0.93
2009-12-29,Tuesday,9000,29.5,0.33,"MEDIUM GAP UP","NOT FILL",-38.5,-130.51,8961.5,9050,88.5,9004.25,0.98
2009-12-24,Thursday,8935,1.8,0.02,"FLAT UP","NOT FILL",-42.5,-2428.57,8892.5,9014,121.5,8970.5,1.35
2009-12-23,Wednesday,8747,22.8,0.26,"FLAT UP","NOT FILL",0,0,8747,8940,193,8933.25,2.16
2009-12-22,Tuesday,8650,48.7,0.57,"MEDIUM GAP UP","NOT FILL",-5,-10.27,8645,8744,99,8724.25,1.13
2009-12-21,Monday,8584,-13,-0.15,"FLAT DOWN","GAP FILL UP",79.5,611.54,8561.55,8663.5,101.95,8601.3,1.19
2009-12-18,Friday,8674,-35,-0.4,"MEDIUM GAP DOWN","GAP FILL UP",44,125.53,8570,8718,148,8597,1.72
2009-12-17,Thursday,8661,-14,-0.16,"FLAT DOWN","GAP FILL UP",118.5,849.46,8590.1,8779.5,189.4,8709.05,2.17
2009-12-16,Wednesday,8725,-11.4,-0.13,"FLAT DOWN","GAP FILL UP",44.2,389.43,8641,8769.2,128.2,8674.95,1.48
2009-12-15,Tuesday,9018,9,0.1,"FLAT UP","NOT FILL",-307,-3430.17,8711,9050,339,8736.35,3.88
2009-12-14,Monday,9060,-46.4,-0.51,"MEDIUM GAP DOWN","GAP FILL UP",88,189.66,8989.5,9148,158.5,9009.05,1.76
2009-12-11,Friday,9269,55.3,0.6,"MEDIUM GAP UP","NOT FILL",-212.8,-384.81,9056.2,9300,243.8,9106.4,2.68
2009-12-10,Thursday,9199.95,28.8,0.31,"FLAT UP","NOT FILL",-119.95,-417.22,9080,9244,164,9213.7,1.78
2009-12-09,Wednesday,9248.8,-66.7,-0.72,"BIG GAP DOWN","NOT FILL",30.2,45.28,9112,9279,167,9171.2,1.82
2009-12-08,Tuesday,9153,-8.8,-0.1,"FLAT DOWN","GAP FILL UP",175,2000,9120,9328,208,9315.5,2.23
2009-12-07,Monday,9251.05,5.9,0.06,"FLAT UP","NOT FILL",-121.05,-2051.69,9130,9298.8,168.8,9161.75,1.84
2009-12-04,Friday,9276,-55.6,-0.6,"MEDIUM GAP DOWN","GAP FILL UP",63,113.31,9186,9339,153,9245.15,1.65
2009-12-03,Thursday,9361.5,50.2,0.54,"MEDIUM GAP UP","NOT FILL",-76,-151.24,9285.5,9444,158.5,9331.6,1.7
2009-12-02,Wednesday,9289.3,35,0.38,"MEDIUM GAP UP","NOT FILL",-9.3,-26.53,9280,9395,115,9311.25,1.24
2009-12-01,Tuesday,9018,5.2,0.06,"FLAT UP","NOT FILL",0,0,9018,9273,255,9254.25,2.76
2009-11-30,Monday,9031.5,92,1.03,"BIG GAP UP","NOT FILL",-59.5,-64.71,8972,9127.75,155.75,9012.8,1.73
2009-11-27,Friday,8901,-166.6,-1.84,"BIG GAP DOWN","NOT FILL",94,56.41,8550,8995,445,8939.55,4.98
2009-11-26,Thursday,9295,-9.6,-0.1,"FLAT DOWN","NOT FILL",0,0,9056,9295,239,9067.65,2.64
2009-11-25,Wednesday,9221.35,-14.4,-0.16,"FLAT DOWN","GAP FILL UP",138.65,966.2,9213.15,9360,146.85,9304.6,1.58
2009-11-24,Tuesday,9275,-20.5,-0.22,"FLAT DOWN","GAP FILL UP",24,117.36,9146,9299,153,9235.7,1.66
2009-11-23,Monday,9360,128.6,1.39,"BIG GAP UP","NOT FILL",-134.5,-104.59,9225.5,9360,134.5,9295.45,1.45
2009-11-20,Friday,8999,-16.6,-0.18,"FLAT DOWN","GAP FILL UP",251.1,1512.65,8876.65,9250.1,373.45,9231.4,4.05
2009-11-19,Thursday,9196.45,-29.2,-0.32,"FLAT DOWN","NOT FILL",2.55,8.72,8961.5,9199,237.5,9015.6,2.63
2009-11-18,Wednesday,9249.9,-44.6,-0.48,"MEDIUM GAP DOWN","GAP FILL UP",70.1,157.17,9195.85,9320,124.15,9225.7,1.35
2009-11-17,Tuesday,9298.8,21.2,0.23,"FLAT UP","NOT FILL",-202.75,-956.37,9096.05,9318.9,222.85,9294.5,2.4
2009-11-16,Monday,9225,72,0.79,"BIG GAP UP","NOT FILL",-13,-18.04,9212,9350,138,9277.6,1.49
2009-11-13,Friday,9099,15.8,0.17,"FLAT UP","NOT FILL",-47,-298.41,9052,9224,172,9152.95,1.88
2009-11-12,Thursday,9300,-36.8,-0.39,"MEDIUM GAP DOWN","GAP FILL UP",30.5,82.88,9011.2,9330.5,319.3,9083.25,3.52
2009-11-11,Wednesday,9165,26.8,0.29,"FLAT UP","NOT FILL",-90,-336.45,9075,9354,279,9336.8,2.99
2009-11-10,Tuesday,9206.25,82.1,0.9,"BIG GAP UP","NOT FILL",-133.6,-162.63,9072.65,9240,167.35,9138.25,1.83
2009-11-09,Monday,8730,30.5,0.35,"MEDIUM GAP UP","NOT FILL",0,0,8730,9143.35,413.35,9124.1,4.53
2009-11-06,Friday,8621.5,69.5,0.81,"BIG GAP UP","NOT FILL",-5.2,-7.48,8616.3,8770,153.7,8699.5,1.77
2009-11-05,Thursday,8465,-22,-0.26,"FLAT DOWN","GAP FILL UP",118.85,541.46,8286.3,8583.85,297.55,8551.95,3.48
2009-11-04,Wednesday,8310,85,1.03,"BIG GAP UP","NOT FILL",-66,-77.65,8244,8509,265,8486.95,3.12
2009-11-03,Tuesday,8333,-86.5,-1.03,"BIG GAP DOWN","GAP FILL UP",185,213.87,8180.7,8518,337.3,8225,4.1
2009-10-30,Friday,8505.1,87.2,1.04,"BIG GAP UP","NOT FILL",-123.7,-141.78,8381.4,8748,366.6,8419.5,4.35
2009-10-29,Thursday,8449.9,-169.8,-1.97,"BIG GAP DOWN","NOT FILL",110.05,64.83,8386.05,8559.95,173.9,8417.85,2.07
2009-10-28,Wednesday,8699,-25.1,-0.29,"FLAT DOWN","NOT FILL",0,0,8425,8699,274,8619.65,3.18
2009-10-27,Tuesday,8990,-65,-0.72,"BIG GAP DOWN","GAP FILL UP",134,206.15,8683.55,9124,440.45,8724.1,5.05
